Companies,Symbols,Ratings,Risk
John Sevier Combined Cycle Generation LLC,-,44.9,Severe ESG Risk
"John Wiley & Sons, Inc.",NYS:WLY,13.1,Low ESG Risk
John Wood Group Plc,LON:WG,18.9,Low ESG Risk
Johns Lyng Group Ltd.,ASX:JLG,43.8,Severe ESG Risk
Johnson & Johnson,NYS:JNJ,23.1,Medium ESG Risk
Johnson Controls International Plc,NYS:JCI,14.3,Low ESG Risk
Johnson Electric Holdings Ltd.,HKG:179,17.8,Low ESG Risk
Johnson Health Tech Co. Ltd.,TAI:1736,14.4,Low ESG Risk
Johnson Matthey Plc,LON:JMAT,20.6,Medium ESG Risk
"Johnson Outdoors, Inc.",NAS:JOUT,11.3,Low ESG Risk
Johnson Service Group Plc,LON:JSG,18.0,Low ESG Risk
"Joincare Pharmaceutical Group Industry Co., Ltd.",SHG:600380,32.6,High ESG Risk
"JOINN Laboratories (China) Co., Ltd.",HKG:6127,19.6,Low ESG Risk
"Jointown Pharmaceutical Group Co., Ltd.",SHG:600998,26.8,Medium ESG Risk
Jollibee Foods Corp.,PHS:JFC,29.2,Medium ESG Risk
"Jones Lang LaSalle, Inc.",NYS:JLL,6.8,Negligible ESG Risk
"Jonjee Hi-Tech Industrial & Commercial Holding Co., Ltd.",SHG:600872,43.2,Severe ESG Risk
"Joshin Denki Co., Ltd.",TKS:8173,14.6,Low ESG Risk
JOST Werke SE,ETR:JST,17.9,Low ESG Risk
"Joy Spreader Group, Inc.",HKG:6988,26.8,Medium ESG Risk
Joyful Honda Co. Ltd.,TKS:3191,17.3,Low ESG Risk
"Joyoung Co., Ltd.",SHE:002242,22.4,Medium ESG Risk
"JOYY, Inc.",NAS:YY,24.3,Medium ESG Risk
"JP Holdings, Inc.",TKS:2749,20.1,Medium ESG Risk
JPMorgan Chase & Co.,NYS:JPM,30.1,High ESG Risk
JR Global REIT,KRX:348950,23.0,Medium ESG Risk
JS Global Lifestyle Co. Ltd.,HKG:1691,22.1,Medium ESG Risk
JSE Ltd.,JSE:JSE,17.9,Low ESG Risk
"JSL Construction & Development Co., Ltd.",TAI:2540,40.9,Severe ESG Risk
JSP Corp.,TKS:7942,30.3,High ESG Risk
JSR Corp.,TKS:4185,30.9,High ESG Risk
JSTI Group,SHE:300284,41.6,Severe ESG Risk
JSW Cement Ltd.,-,17.0,Low ESG Risk
JSW Energy Ltd.,BOM:533148,23.9,Medium ESG Risk
JSW Hydro Energy Ltd.,-,24.9,Medium ESG Risk
JSW Infrastructure Ltd.,BOM:543994,32.6,High ESG Risk
JSW Steel Ltd.,BOM:500228,36.1,High ESG Risk
JTC Plc,LON:JTC,25.9,Medium ESG Risk
JTEKT Corp.,TKS:6473,23.5,Medium ESG Risk
"JTOWER, Inc.",TKS:4485,48.1,Severe ESG Risk
Jubilant FoodWorks Ltd.,BOM:533155,22.6,Medium ESG Risk
Jubilant Ingrevia Ltd.,BOM:543271,26.9,Medium ESG Risk
Jubilant Pharmova Ltd.,BOM:530019,30.2,High ESG Risk
Judges Scientific Plc,LON:JDG,14.2,Low ESG Risk
Judo Capital Holdings Ltd.,ASX:JDO,30.2,High ESG Risk
"Juewei Food Co., Ltd.",SHG:603517,47.4,Severe ESG Risk
JUKI Corp.,TKS:6440,32.6,High ESG Risk
Julius Bär Gruppe AG,SWX:BAER,17.3,Low ESG Risk
Jumbo Interactive Ltd.,ASX:JIN,25.4,Medium ESG Risk
Jumbo SA,ATH:BELA,19.4,Low ESG Risk
"Juneyao Airlines Co., Ltd.",SHG:603885,35.6,High ESG Risk
Jungfraubahn Holding AG,SWX:JFN,32.1,High ESG Risk
Jungheinrich AG,ETR:JUN3,25.8,Medium ESG Risk
"Juniper Networks, Inc.",NYS:JNPR,14.9,Low ESG Risk
Jupiter Fund Management Plc,LON:JUP,16.7,Low ESG Risk
Jupiter Mines Ltd.,ASX:JMS,44.1,Severe ESG Risk
"Juroku Financial Group, Inc.",TKS:7380,29.6,Medium ESG Risk
Just Dial Ltd.,BOM:535648,23.3,Medium ESG Risk
Just Eat Takeaway.com NV,AMS:TKWY,23.5,Medium ESG Risk
Just Group Plc,LON:JUST,13.2,Low ESG Risk
JustSystems Corp.,TKS:4686,21.3,Medium ESG Risk
"JUSUNG ENGINEERING Co., Ltd.",KRX:036930,21.7,Medium ESG Risk
JVCKenwood Corp.,TKS:6632,21.0,Medium ESG Risk
JW PHARMACEUTICAL Corp.,KRX:001060,36.0,High ESG Risk
Jyothy Labs Ltd.,BOM:532926,27.4,Medium ESG Risk
JYP Entertainment Corp.,KRX:035900,16.3,Low ESG Risk
Jyske Bank A/S,CSE:JYSK,23.9,Medium ESG Risk
Jyske Realkredit A/S,-,21.3,Medium ESG Risk
"K Car Co., Ltd.",KRX:381970,16.8,Low ESG Risk
K-Fast Holding AB,OME:KFAST.B,16.4,Low ESG Risk
K. Wah International Holdings Ltd.,HKG:173,18.9,Low ESG Risk
K.P.R. Mill Ltd.,BOM:532889,14.0,Low ESG Risk
"K.S. Terminals, Inc.",TAI:3003,21.1,Medium ESG Risk
K's Holdings Corp.,TKS:8282,19.1,Low ESG Risk
"K&O Energy Group, Inc.",TKS:1663,39.6,High ESG Risk
K+S AG,ETR:SDF,30.6,High ESG Risk
K2A Knaust & Andersson Fastigheter AB,OME:K2A.B,12.0,Low ESG Risk
"K92 Mining, Inc.",TSE:KNT,38.2,High ESG Risk
KABE Group AB,OME:KABE.B,20.8,Medium ESG Risk
"Kabuki-Za Co., Ltd.",TKS:9661,26.7,Medium ESG Risk
Kadant Inc.,NYS:KAI,28.8,Medium ESG Risk
Kadokawa Corp.,TKS:9468,13.3,Low ESG Risk
"Kaga Electronics Co., Ltd.",TKS:8154,14.5,Low ESG Risk
"Kagome Co., Ltd.",TKS:2811,37.0,High ESG Risk
Kahoot! ASA,-,21.4,Medium ESG Risk
Kaimei Electronic Corp.,TAI:2375,25.4,Medium ESG Risk
Kainos Group Plc,LON:KNOS,15.4,Low ESG Risk
Kaisa Group Holdings Ltd.,HKG:1638,17.6,Low ESG Risk
Kaiser Aluminum Corp.,NAS:KALU,29.8,Medium ESG Risk
Kaiser Permanente Washington Health Research Institute,-,35.7,High ESG Risk
Kaishan Group Co. Ltd.,SHE:300257,36.9,High ESG Risk
Kajaria Ceramics Ltd.,BOM:500233,25.7,Medium ESG Risk
Kajima Corp.,TKS:1812,31.3,High ESG Risk
"Kakaku.com, Inc.",TKS:2371,27.2,Medium ESG Risk
Kakao Corp.,KRX:035720,21.1,Medium ESG Risk
Kakao Games Corp.,KRX:293490,19.7,Low ESG Risk
KakaoBank Corp.,KRX:323410,29.8,Medium ESG Risk
kakaopay Corp.,KRX:377300,18.2,Low ESG Risk
"Kaken Pharmaceutical Co., Ltd.",TKS:4521,28.9,Medium ESG Risk
Kallpa Generación SA,-,37.1,High ESG Risk
Kalpataru Projects International Ltd.,BOM:522287,35.6,High ESG Risk
"Kaltura, Inc.",NAS:KLTR,23.6,Medium ESG Risk
"KalVista Pharmaceuticals, Inc.",NAS:KALV,35.4,High ESG Risk
Kalyan Jewellers India Ltd.,BOM:543278,19.1,Low ESG Risk
Kamada Ltd.,TAE:KMDA,26.7,Medium ESG Risk
"Kamakura Shinsho, Ltd.",TKS:6184,24.6,Medium ESG Risk
Kaman Corp.,NYS:KAMN,19.2,Low ESG Risk
Kambi Group Plc,OME:KAMBI,29.3,Medium ESG Risk
"Kameda Seika Co., Ltd.",TKS:2220,38.2,High ESG Risk
Kamei Corp.,TKS:8037,30.5,High ESG Risk
"Kamigumi Co., Ltd.",TKS:9364,18.3,Low ESG Risk
Kanaden Corp.,TKS:8081,27.1,Medium ESG Risk
"Kanagawa Chuo Kotsu Co., Ltd.",TKS:9081,24.7,Medium ESG Risk
"Kanamic Network Co., LTD.",TKS:3939,22.6,Medium ESG Risk
"Kanamoto Co., Ltd.",TKS:9678,24.3,Medium ESG Risk
"Kandenko Co., Ltd.",TKS:1942,37.2,High ESG Risk
Kaneka Corp.,TKS:4118,29.9,Medium ESG Risk
Kanematsu Corp.,TKS:8020,22.4,Medium ESG Risk
Kangji Medical Holdings Ltd.,HKG:9997,25.2,Medium ESG Risk
"Kangwon Land, Inc.",KRX:035250,28.1,Medium ESG Risk
Kansai Food Market Ltd.,TKS:9919,27.1,Medium ESG Risk
Kansai Nerolac Paints Ltd.,BOM:500165,18.0,Low ESG Risk
"Kansai Paint Co., Ltd.",TKS:4613,30.1,High ESG Risk
"Kanto Denka Kogyo Co., Ltd.",TKS:4047,35.0,High ESG Risk
Kanzhun Ltd.,HKG:2076,22.3,Medium ESG Risk
Kao Corp.,TKS:4452,18.0,Low ESG Risk
KAP Ltd.,JSE:KAP,38.0,High ESG Risk
"Kappa Create Co., Ltd.",TKS:7421,36.7,High ESG Risk
"Karat Packaging, Inc.",NAS:KRT,25.1,Medium ESG Risk
Karbon Homes Ltd.,-,18.9,Low ESG Risk
Kardemir Karabük Demir Çelik Sanayi ve Ticaret AS,IST:KRDMD.E,34.0,High ESG Risk
Kardex Holding AG,SWX:KARN,23.1,Medium ESG Risk
Karnataka Bank Ltd.,BOM:532652,24.6,Medium ESG Risk
Karnov Group AB,OME:KAR,19.2,Low ESG Risk
Karolinska Development AB,OME:KDEV,37.9,High ESG Risk
Karoon Energy Ltd.,ASX:KAR,40.1,Severe ESG Risk
"Karora Resources, Inc.",TSE:KRR,45.5,Severe ESG Risk
Karsan Otomotiv Sanayii ve Ticaret AS,IST:KARSN.E,24.7,Medium ESG Risk
Kartonsan Karton Sanayi ve Ticaret AS,IST:KARTN.E,19.5,Low ESG Risk
"Karuna Therapeutics, Inc.",NAS:KRTX,33.2,High ESG Risk
Karur Vysya Bank Ltd.,BOM:590003,27.4,Medium ESG Risk
"Karyopharm Therapeutics, Inc.",NAS:KPTI,24.4,Medium ESG Risk
Kasikornbank Public Co. Ltd.,BKK:KBANK,20.8,Medium ESG Risk
Kaspi.kz JSC,KAZ:KSPI,36.0,High ESG Risk
"Katakura Industries Co., Ltd.",TKS:3001,45.7,Severe ESG Risk
"KATITAS Co., Ltd.",TKS:8919,21.6,Medium ESG Risk
"Kato Sangyo Co., Ltd.",TKS:9869,19.2,Low ESG Risk
Kaufman & Broad SA,PAR:KOF,18.3,Low ESG Risk
Kaveri Seed Co. Ltd.,BOM:532899,40.1,Severe ESG Risk
"Kawada Technologies, Inc.",TKS:3443,38.5,High ESG Risk
Kawasaki Heavy Industries Ltd.,TKS:7012,39.5,High ESG Risk
"Kawasaki Kisen Kaisha, Ltd.",TKS:9107,20.3,Medium ESG Risk
Kaynes Technology India Ltd.,BOM:543664,19.7,Low ESG Risk
"KB Capital Co., Ltd.",-,25.7,Medium ESG Risk
"KB Financial Group, Inc.",KRX:105560,20.0,Medium ESG Risk
KB Home,NYS:KBH,14.2,Low ESG Risk
"KB Kookmin Card Co., Ltd.",-,18.8,Low ESG Risk
"KB Securities Co., Ltd",-,22.0,Medium ESG Risk
KBC Ancora SCA,BRU:KBCA,34.1,High ESG Risk
KBC Corp. Ltd.,SHG:688598,29.0,Medium ESG Risk
KBC Group NV,BRU:KBC,9.8,Negligible ESG Risk
"KBR, Inc.",NYS:KBR,19.3,Low ESG Risk
"KC Co., Ltd. (South Korea)",KRX:029460,23.0,Medium ESG Risk
KCC Corp.,KRX:002380,27.2,Medium ESG Risk
KCC Glass Corp.,KRX:344820,24.8,Medium ESG Risk
"KCE Electronics Public Co., Ltd.",BKK:KCE,18.9,Low ESG Risk
"KCTech Co., Ltd.",KRX:281820,20.0,Medium ESG Risk
KDDI Corp.,TKS:9433,21.1,Medium ESG Risk
KDX Realty Investment Corporation,TKS:8972,14.4,Low ESG Risk
"KE Holdings, Inc.",HKG:2423,23.3,Medium ESG Risk
Kearny Financial Corp.,NAS:KRNY,31.7,High ESG Risk
KEB Hana Bank,-,18.2,Low ESG Risk
"Keboda Technology Co., Ltd.",SHG:603786,21.7,Medium ESG Risk
KEC International Ltd.,BOM:532714,31.6,High ESG Risk
"Keda Industrial Group Co., Ltd.",SHG:600499,36.5,High ESG Risk
"Kee Tai Properties Co., Ltd.",TAI:2538,24.2,Medium ESG Risk
"KeePer Technical Laboratory Co., Ltd.",TKS:6036,40.7,Severe ESG Risk
"Kehua Data Co., Ltd.",SHE:002335,17.4,Low ESG Risk
KEI Industries Ltd.,BOM:517569,22.3,Medium ESG Risk
"Keihan Holdings Co., Ltd.",TKS:9045,50.9,Severe ESG Risk
"Keihanshin Building Co., Ltd.",TKS:8818,14.2,Low ESG Risk
Keikyu Corp.,TKS:9006,31.5,High ESG Risk
Keio Corp.,TKS:9008,30.0,High ESG Risk
"Keisei Electric Railway Co., Ltd.",TKS:9009,31.0,High ESG Risk
"Keiyo Co., Ltd.",-,18.7,Low ESG Risk
Kellanova,NYS:K,27.1,Medium ESG Risk
Keller Group Plc,LON:KLR,33.3,High ESG Risk
"Kelly Services, Inc.",NAS:KELYA,10.3,Low ESG Risk
Kelsian Group Ltd.,ASX:KLS,14.5,Low ESG Risk
"Kelso Technologies, Inc.",TSE:KLS,30.0,Medium ESG Risk
Kelt Exploration Ltd.,TSE:KEL,50.5,Severe ESG Risk
Kemira Oyj,HEL:KEMIRA,27.2,Medium ESG Risk
Kemper Corp.,NYS:KMPR,30.0,Medium ESG Risk
Kempower Oyj,HEL:KEMPOWR,13.6,Low ESG Risk
"Kenda Rubber Industrial Co., Ltd.",TAI:2106,18.6,Low ESG Risk
Kenedix Residential Next Investment Corp.,-,15.2,Low ESG Risk
Kenedix Retail REIT Corp.,-,16.4,Low ESG Risk
"KENKO Mayonnaise Co., Ltd.",TKS:2915,43.1,Severe ESG Risk
Kenmare Resources Plc,LON:KMR,25.2,Medium ESG Risk
"Kennametal, Inc.",NYS:KMT,22.0,Medium ESG Risk
"Kennedy-Wilson Holdings, Inc.",NYS:KW,15.7,Low ESG Risk
Kenon Holdings Ltd.,NYS:KEN,54.1,Severe ESG Risk
Kentucky Utilities Co.,-,31.3,High ESG Risk
"Kenvue, Inc.",NYS:KVUE,16.6,Low ESG Risk
"KEPCO Engineering & Construction Co., Inc.",KRX:052690,29.7,Medium ESG Risk
"KEPCO Plant Service & Engineering Co., Ltd.",KRX:051600,18.4,Low ESG Risk
Kepler Weber SA,BSP:KEPL3,29.0,Medium ESG Risk
Keppel Corp. Ltd.,SES:BN4,35.3,High ESG Risk
Keppel DC REIT,SES:AJBU,12.2,Low ESG Risk
Keppel Infrastructure Trust,SES:A7RU,34.6,High ESG Risk
Keppel Pacific Oak US REIT,SES:CMOU,8.7,Negligible ESG Risk
Keppel REIT,SES:K71U,8.7,Negligible ESG Risk
Kerevitas Gida Sanayi  ve Ticaret AS,IST:KERVT.E,25.2,Medium ESG Risk
Kering SA,PAR:KER,10.6,Low ESG Risk
Kernel Holding SA,WAR:KER,44.0,Severe ESG Risk
"Keros Therapeutics, Inc.",NAS:KROS,28.0,Medium ESG Risk
Kerry Express (Thailand) Public Co. Ltd.,BKK:KEX,16.8,Low ESG Risk
Kerry Group Plc,DUB:KRZ,24.6,Medium ESG Risk
Kerry Logistics Network Ltd.,HKG:636,20.1,Medium ESG Risk
KeyCorp,NYS:KEY,21.8,Medium ESG Risk
KEYENCE Corp.,TKS:6861,13.8,Low ESG Risk
Keyera Corp.,TSE:KEY,22.3,Medium ESG Risk
"Keymed Biosciences, Inc.",HKG:2162,27.8,Medium ESG Risk
"Keysight Technologies, Inc.",NYS:KEYS,7.6,Negligible ESG Risk
KeySpan Gas East Corp.,-,19.6,Low ESG Risk
Keywords Studios Plc,LON:KWS,17.8,Low ESG Risk
"Kezar Life Sciences, Inc.",NAS:KZR,25.3,Medium ESG Risk
KFC Holdings Japan Ltd.,TKS:9873,31.0,High ESG Risk
"Kforce, Inc.",NAS:KFRC,8.7,Negligible ESG Risk
KfW,-,5.4,Negligible ESG Risk
"KG DongbuSteel Co., Ltd.",KRX:016380,36.6,High ESG Risk
"KG ETS Co., Ltd.",KRX:151860,30.1,High ESG Risk
KGHM Polska Miedz SA,WAR:KGH,35.7,High ESG Risk
"KH Neochem Co., Ltd.",TKS:4189,27.4,Medium ESG Risk
KH Vatec Co. Ltd.,KRX:060720,27.4,Medium ESG Risk
Khon Kaen Sugar Industry Public Co. Ltd.,BKK:KSL,41.1,Severe ESG Risk
"KI-Star Real Estate Co., Ltd.",TKS:3465,25.0,Medium ESG Risk
Kia Corp.,KRX:000270,24.7,Medium ESG Risk
Kiatnakin Phatra Bank Public Co. Ltd.,BKK:KKP,28.5,Medium ESG Risk
Kid ASA,OSL:KID,13.0,Low ESG Risk
Kier Group Plc,LON:KIE,23.6,Medium ESG Risk
Kikkoman Corp.,TKS:2801,34.2,High ESG Risk
Killam Apartment REIT,TSE:KMP.UT,12.5,Low ESG Risk
Kilroy Realty Corp.,NYS:KRC,13.3,Low ESG Risk
"Kimball Electronics, Inc.",NAS:KE,4.5,Negligible ESG Risk
Kimbell Royalty Partners LP,NYS:KRP,42.6,Severe ESG Risk
Kimberly-Clark Corp.,NYS:KMB,28.5,Medium ESG Risk
Kimberly-Clark de México SAB de CV,MEX:KIMBERA,25.2,Medium ESG Risk
Kimco Realty Corp.,NYS:KIM,10.9,Low ESG Risk
Kin + Carta Plc,LON:KCT,19.4,Low ESG Risk
"Kinaxis, Inc.",TSE:KXS,11.7,Low ESG Risk
Kinden Corp.,TKS:1944,38.5,High ESG Risk
Kinder Morgan Energy Partners LP,-,23.3,Medium ESG Risk
"Kinder Morgan, Inc.",NYS:KMI,18.7,Low ESG Risk
"Kindom Development Co., Ltd.",TAI:2520,16.1,Low ESG Risk
Kindred Group Plc,OME:KIND,21.7,Medium ESG Risk
Kinepolis Group NV,BRU:KIN,17.6,Low ESG Risk
Kinetic Development Group Ltd.,HKG:1277,47.1,Severe ESG Risk
"Kinetik Holdings, Inc.",NYS:KNTK,34.9,High ESG Risk
"King Slide Works Co., Ltd.",TAI:2059,20.7,Medium ESG Risk
"King Yuan Electronics Co., Ltd.",TAI:2449,32.0,High ESG Risk
King's Town Bank,TAI:2809,17.5,Low ESG Risk
"King's Town Construction Co., Ltd.",TAI:2524,20.9,Medium ESG Risk
Kingboard Holdings Ltd.,HKG:148,34.6,High ESG Risk
Kingboard Laminates Holdings Ltd.,HKG:1888,35.6,High ESG Risk
"KingClean Electric Co., Ltd.",SHG:603355,30.3,High ESG Risk
"Kingdee International Software Group Co., Ltd.",HKG:268,20.5,Medium ESG Risk
"Kingfa Sci. & Tech. Co., Ltd.",SHG:600143,32.0,High ESG Risk
Kingfisher plc,LON:KGF,10.5,Low ESG Risk
Kingkey Financial International (Holdings) Ltd.,HKG:1468,41.3,Severe ESG Risk
"Kingnet Network Co., Ltd.",SHE:002517,16.9,Low ESG Risk
Kingsoft Cloud Holdings Ltd.,HKG:3896,26.9,Medium ESG Risk
Kingsoft Corp. Ltd.,HKG:3888,24.3,Medium ESG Risk
Kingspan Group Plc,DUB:KRX,19.8,Low ESG Risk
Kinik Co.,TAI:1560,30.4,High ESG Risk
Kiniksa Pharmaceuticals Ltd.,NAS:KNSA,29.0,Medium ESG Risk
Kinnevik AB,OME:KINV.B,9.6,Negligible ESG Risk
"Kinpo Electronics, Inc.",TAI:2312,20.4,Medium ESG Risk
Kinross Gold Corp.,TSE:K,26.3,Medium ESG Risk
"Kinsale Capital Group, Inc.",NYS:KNSL,28.4,Medium ESG Risk
Kinsus Interconnect Technology Corp.,TAI:3189,31.4,High ESG Risk
Kintetsu Department Store Co. Ltd.,TKS:8244,23.5,Medium ESG Risk
"Kintetsu Group Holdings Co., Ltd.",TKS:9041,49.9,Severe ESG Risk
Kintor Pharmaceutical Ltd.,HKG:9939,27.6,Medium ESG Risk
KION GROUP AG,ETR:KGX,20.1,Medium ESG Risk
Kirby Corp.,NYS:KEX,22.3,Medium ESG Risk
"Kirin Holdings Co., Ltd.",TKS:2503,21.3,Medium ESG Risk
Kirloskar Brothers Ltd.,BOM:500241,21.0,Medium ESG Risk
Kirloskar Industries Ltd.,BOM:500243,42.7,Severe ESG Risk
Kirloskar Oil Engines Ltd.,BOM:533293,22.8,Medium ESG Risk
KISCO Corp.,KRX:104700,47.8,Severe ESG Risk
"KISOJI CO., LTD.",TKS:8160,36.0,High ESG Risk
"Kissei Pharmaceutical Co., Ltd.",TKS:4547,33.4,High ESG Risk
KISWIRE Ltd.,KRX:002240,47.3,Severe ESG Risk
Kitanotatsujin Corp.,TKS:2930,30.7,High ESG Risk
Kite Realty Group Trust,NYS:KRG,10.9,Low ESG Risk
Kitex Garments Ltd.,BOM:521248,16.5,Low ESG Risk
Kitron ASA,OSL:KIT,10.3,Low ESG Risk
KITZ Corp.,TKS:6498,25.9,Medium ESG Risk
Kiwi Property Group Ltd.,NZE:KPG,12.7,Low ESG Risk
"KIWOOM Securities Co., Ltd.",KRX:039490,34.3,High ESG Risk
Kizilbük Gayrimenkul Yatirim Ortakligi AS,IST:KZBGY.E,23.9,Medium ESG Risk
"KKR & Co., Inc.",NYS:KKR,22.0,Medium ESG Risk
KKR Real Estate Finance Trust Inc.,NYS:KREF,17.8,Low ESG Risk
KLA Corp.,NAS:KLAC,17.2,Low ESG Risk
Klabin SA,BSP:KLBN4,13.6,Low ESG Risk
KlaraBo Sverige AB,OME:KLARA.B,21.4,Medium ESG Risk
KLCC Property Holdings Bhd.,KLS:5235SS,12.2,Low ESG Risk
Kleopatra Holdings 2 SCA,-,9.6,Negligible ESG Risk
Klépierre SA,PAR:LI,9.3,Negligible ESG Risk
Klöckner & Co. SE,ETR:KCO,21.4,Medium ESG Risk
"KLX Energy Services Holdings, Inc.",NAS:KLXE,38.3,High ESG Risk
"KMC (Kuei Meng) International, Inc.",TAI:5306,11.4,Low ESG Risk
KMD Brands Ltd.,NZE:KMD,15.8,Low ESG Risk
"KMW, Inc.",KRX:032500,18.1,Low ESG Risk
Knaus Tabbert AG,ETR:KTA,20.6,Medium ESG Risk
"Knight Therapeutics, Inc.",TSE:GUD,36.5,High ESG Risk
"Knight-Swift Transportation Holdings, Inc.",NYS:KNX,18.3,Low ESG Risk
Knorr-Bremse AG,ETR:KBX,13.8,Low ESG Risk
Knowit AB,OME:KNOW,15.2,Low ESG Risk
Knowles Corp.,NYS:KN,17.6,Low ESG Risk
KNR Constructions Ltd.,BOM:532942,42.8,Severe ESG Risk
KNT-CT Holdings Co. Ltd.,TKS:9726,33.0,High ESG Risk
Koa Corp.,TKS:6999,23.2,Medium ESG Risk
"Koatsu Gas Kogyo Co., Ltd.",TKS:4097,35.5,High ESG Risk
"Kobayashi Pharmaceutical Co., Ltd.",TKS:4967,34.7,High ESG Risk
"Kobe Bussan Co., Ltd.",TKS:3038,32.1,High ESG Risk
"Kobe Steel, Ltd.",TKS:5406,41.0,Severe ESG Risk
Koç Holding A.S.,IST:KCHOL.E,40.7,Severe ESG Risk
"Kodiak Sciences, Inc.",NAS:KOD,25.5,Medium ESG Risk
"Koei Tecmo Holdings Co., Ltd.",TKS:3635,17.3,Low ESG Risk
Kogan.com Ltd.,ASX:KGN,23.1,Medium ESG Risk
"Koh Young Technology, Inc.",KRX:098460,20.1,Medium ESG Risk
Kohl's Corp.,NYS:KSS,18.6,Low ESG Risk
"Kohnan Shoji Co., Ltd.",TKS:7516,22.0,Medium ESG Risk
"Koito Manufacturing Co., Ltd.",TKS:7276,22.5,Medium ESG Risk
Kojamo Oyj,HEL:KOJAMO,13.1,Low ESG Risk
"Kojima Co., Ltd.",TKS:7513,20.4,Medium ESG Risk
"KOKUYO CO., LTD.",TKS:7984,8.7,Negligible ESG Risk
"Kolmar Korea Co., Ltd.",KRX:161890,30.3,High ESG Risk
"KolmarBNH Co., Ltd.",KRX:200130,30.7,High ESG Risk
Kolon Corp.,KRX:002020,38.2,High ESG Risk
"Kolon Industries, Inc.",KRX:120110,25.1,Medium ESG Risk
Komatsu Ltd.,TKS:6301,23.7,Medium ESG Risk
"KOMATSU MATERE Co., Ltd.",TKS:3580,23.1,Medium ESG Risk
Komax Holding AG,SWX:KOMN,30.0,High ESG Risk
"KOMEDA Holdings Co., Ltd.",TKS:3543,28.1,Medium ESG Risk
Komercní banka as,PRA:KOMB,22.3,Medium ESG Risk
"KOMERI CO., LTD.",TKS:8218,19.9,Low ESG Risk
KoMiCo Ltd.,KRX:183300,26.0,Medium ESG Risk
"Komipharm International Co., Ltd.",KRX:041960,41.4,Severe ESG Risk
Kommunalbanken AS (Norway),-,11.0,Low ESG Risk
KommuneKredit,-,14.8,Low ESG Risk
Kommuninvest i Sverige AB,-,13.1,Low ESG Risk
Komori Corp.,TKS:6349,34.4,High ESG Risk
KONAMI Group Corp.,TKS:9766,19.3,Low ESG Risk
Kone Oyj,HEL:KNEBV,16.6,Low ESG Risk
Konecranes Oyj,HEL:KCR,14.1,Low ESG Risk
"Konfoong Materials International Co., Ltd.",SHE:300666,27.4,Medium ESG Risk
Kongsberg Automotive ASA,OSL:KOA,18.8,Low ESG Risk
Kongsberg Gruppen ASA,OSL:KOG,23.2,Medium ESG Risk
"Konica Minolta, Inc.",TKS:4902,16.0,Low ESG Risk
Koninklijke Ahold Delhaize NV,AMS:AD,26.1,Medium ESG Risk
Koninklijke BAM Groep NV,AMS:BAMNB,17.7,Low ESG Risk
Koninklijke DSM NV,-,21.6,Medium ESG Risk
Koninklijke Heijmans NV,AMS:HEIJM,27.0,Medium ESG Risk
Koninklijke Philips NV,AMS:PHIA,22.7,Medium ESG Risk
"Konishi Co., Ltd.",TKS:4956,33.5,High ESG Risk
"Konka Group Co., Ltd.",SHE:000016,30.7,High ESG Risk
"Konoike Transport Co., Ltd.",TKS:9025,22.9,Medium ESG Risk
"Kontoor Brands, Inc.",NYS:KTB,14.8,Low ESG Risk
Kontron AG,ETR:KTN,19.3,Low ESG Risk
Konya Çimento Sanayii AS,IST:KONYA.E,46.6,Severe ESG Risk
"Koppers Holdings, Inc.",NYS:KOP,25.2,Medium ESG Risk
Kordsa Teknik Tekstil AS,IST:KORDS.E,12.7,Low ESG Risk
KOREA AEROSPACE INDUSTRIES Ltd.,KRX:047810,44.9,Severe ESG Risk
"Korea Asset In Trust Co., Ltd.",KRX:123890,19.2,Low ESG Risk
Korea Development Bank,-,15.7,Low ESG Risk
"Korea East-West Power Co., Ltd.",-,33.2,High ESG Risk
Korea Electric Power Corp.,KRX:015760,33.5,High ESG Risk
"Korea Electric Power Industrial Development Co., Ltd.",KRX:130660,52.3,Severe ESG Risk
"KOREA ELECTRIC TERMINAL Co., Ltd.",KRX:025540,29.1,Medium ESG Risk
"Korea Environment Technology Co., Ltd.",KRX:029960,28.1,Medium ESG Risk
Korea Expressway Corp.,-,34.2,High ESG Risk
Korea Gas Corp.,KRX:036460,29.1,Medium ESG Risk
Korea Housing Finance Corp.,-,23.0,Medium ESG Risk
"Korea Hydro & Nuclear Power Co., Ltd.",-,35.7,High ESG Risk
"Korea Investment & Securities Co., Ltd.",KRX:570068,17.3,Low ESG Risk
"Korea Investment Holdings Co., Ltd.",KRX:071050,30.0,Medium ESG Risk
Korea Line Corp.,KRX:005880,29.0,Medium ESG Risk
"Korea Midland Power Co., Ltd.",-,39.0,High ESG Risk
Korea National Oil Corp.,-,41.8,Severe ESG Risk
"KOREA PETROCHEMICAL IND Co., Ltd.",KRX:006650,25.2,Medium ESG Risk
"Korea Real Estate Investment Trust Co., Ltd.",KRX:034830,21.3,Medium ESG Risk
Korea Resources Corp. (South Korea),-,45.0,Severe ESG Risk
Korea SMEs & Startups Agency,-,12.7,Low ESG Risk
"Korea South-East Power Co., Ltd.",-,32.0,High ESG Risk
"Korea Southern Power Co., Ltd.",-,31.7,High ESG Risk
"KOREA UNITED PHARM, Inc.",KRX:033270,32.8,High ESG Risk
"Korea Western Power Co., Ltd.",-,32.7,High ESG Risk
